gsm,series_id,organism_ch1,title,source_name_ch1,characteristics_ch1,platform_id,library_strategy,library_source,instrument_model,molecule_ch1,submission_date,singlecellprobability,metadata_archs4_file,archs4_version,spaceflight,microgravity,analog,species,split,study_exposure
GSM7035308,GSE224900,Homo sapiens,19565X96 PREbc_Met,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Metformin,age: 68,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.005068613616216173,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035309,GSE224900,Homo sapiens,19565X97 PREac_Met,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Metformin,age: 68,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.00589823680439632,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035311,GSE224900,Homo sapiens,19565X99 POSTbc_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Metformin,age: 68,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.002152162463791559,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035313,GSE224900,Homo sapiens,19565X100 POSTac_Met,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Metformin,age: 68,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.004291230372979956,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035318,GSE224900,Homo sapiens,20063X1 PREbc_Con,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Placebo,age: 66,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.011768370845393897,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035320,GSE224900,Homo sapiens,20063X2 PREac_Con,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Placebo,age: 66,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.0039651202335157405,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035326,GSE224900,Homo sapiens,20063X4 POSTbc_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Placebo,age: 66,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.018337347482025812,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035329,GSE224900,Homo sapiens,20063X5 POSTac_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Placebo,age: 66,tissue: Vastus Lateralis Muscle,Sex: M",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.004490071879763489,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035333,GSE224900,Homo sapiens,20063X7 PREbc_Con,Vastus Lateralis Muscle,"time: Pre bed rest,treatment: Placebo,age: 60,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.05240294814597525,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035335,GSE224900,Homo sapiens,20063X8 PREac_Con,Vastus Lateralis Muscle,"time: Pre bed rest Post clamp,treatment: Placebo,age: 60,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.013804587305514643,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035339,GSE224900,Homo sapiens,20063X10 POSTbc_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest,treatment: Placebo,age: 60,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.05866259264017072,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7035341,GSE224900,Homo sapiens,20063X11 POSTac_Con,Vastus Lateralis Muscle,"time: Post 5d bed rest Post clamp,treatment: Placebo,age: 60,tissue: Vastus Lateralis Muscle,Sex: F",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Feb 09 2023,0.013803225276605678,human_gene_v2.5.h5,2.5,False,False,True,human,unseen,unseen_study
GSM7133910,GSE228604,Mus musculus,SMG-1,NCTC 1469,"cell line: NCTC 1469,cell type: hepatocytes,genotype: WT,treatment: random positioning machine culture system",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Mar 30 2023,0.0,mouse_gene_v2.5.h5,2.5,False,True,False,mouse,train,seen_study
GSM7133911,GSE228604,Mus musculus,SMG-2,NCTC 1469,"cell line: NCTC 1469,cell type: hepatocytes,genotype: WT,treatment: random positioning machine culture system",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Mar 30 2023,0.0,mouse_gene_v2.5.h5,2.5,False,True,False,mouse,val,seen_study
GSM7133912,GSE228604,Mus musculus,SMG-3,NCTC 1469,"cell line: NCTC 1469,cell type: hepatocytes,genotype: WT,treatment: random positioning machine culture system",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Mar 30 2023,0.009371924236231222,mouse_gene_v2.5.h5,2.5,False,True,False,mouse,train,seen_study
GSM7304991,GSE231848,Homo sapiens,"Male, Donor1, Day1",Primary Cell,"individual: Male, Donor1,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 1 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.0020951565022731605,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7304992,GSE231848,Homo sapiens,"Male, Donor1, Day3",Primary Cell,"individual: Male, Donor1,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 3 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.0017407291664071401,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7304993,GSE231848,Homo sapiens,"Male, Donor1, Day7",Primary Cell,"individual: Male, Donor1,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 7 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.0020951565022731605,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7304995,GSE231848,Homo sapiens,"Male, Donor2, Day1",Primary Cell,"individual: Male, Donor2,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 1 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.004007281237161712,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7304996,GSE231848,Homo sapiens,"Male, Donor2, Day3",Primary Cell,"individual: Male, Donor2,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 3 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.0029113583809557662,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7304997,GSE231848,Homo sapiens,"Male, Donor2, Day7",Primary Cell,"individual: Male, Donor2,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 7 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.011907858161132993,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7304999,GSE231848,Homo sapiens,"Female, Donor1, Day1",Primary Cell,"individual: Female, Donor1,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 1 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.0029113583809557662,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7305000,GSE231848,Homo sapiens,"Female, Donor1, Day3",Primary Cell,"individual: Female, Donor1,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 3 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.003437394689103303,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7305001,GSE231848,Homo sapiens,"Female, Donor1, Day7",Primary Cell,"individual: Female, Donor1,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 7 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.0034902087018156567,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7305003,GSE231848,Homo sapiens,"Male, Donor3, Day1",Primary Cell,"individual: Male, Donor3,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 1 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.004070011469573799,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7305004,GSE231848,Homo sapiens,"Male, Donor3, Day3",Primary Cell,"individual: Male, Donor3,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 3 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.004070011469573799,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7305005,GSE231848,Homo sapiens,"Male, Donor3, Day7",Primary Cell,"individual: Male, Donor3,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 7 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.003552938934227745,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7305007,GSE231848,Homo sapiens,"Female, Donor2, Day1",Primary Cell,"individual: Female, Donor2,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 1 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.0015691201941256234,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7305008,GSE231848,Homo sapiens,"Female, Donor2, Day3",Primary Cell,"individual: Female, Donor2,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 3 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.0020951565022731605,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7305009,GSE231848,Homo sapiens,"Female, Donor2, Day7",Primary Cell,"individual: Female, Donor2,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 7 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.0020951565022731605,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7305011,GSE231848,Homo sapiens,"Female, Donor3, Day1",Primary Cell,"individual: Female, Donor3,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 1 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.0015691201941256234,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7305012,GSE231848,Homo sapiens,"Female, Donor3, Day3",Primary Cell,"individual: Female, Donor3,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 3 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.0037762558194365187,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7305013,GSE231848,Homo sapiens,"Female, Donor3, Day7",Primary Cell,"individual: Female, Donor3,cell line: Primary Cell,cell type: Meniscus Fibrochondrocytes,genotype: WT,treatment: Simulated Microgravity,time: 7 day",GPL18573,RNA-Seq,transcriptomic,Illumina NextSeq 500,total RNA,May 06 2023,0.0020951565022731605,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7469197,GSE234465,Homo sapiens,YA-NOES-1,"YA myobundles, SpX21 flight, Day18","tissue: Skeletal muscle,cell line: Enriched CD56+ myoblasts,cell type: Wild type ( cell line),biorep: rep1,treatment: Exposed to microgravity (Non EStim)",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Jun 08 2023,0.006693374231241698,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7469198,GSE234465,Homo sapiens,YA-NOES-2,"YA myobundles, SpX21 flight, Day18","tissue: Skeletal muscle,cell line: Enriched CD56+ myoblasts,cell type: Wild type ( cell line),biorep: rep2,treatment: Exposed to microgravity (Non EStim)",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Jun 08 2023,0.0048122856692107245,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7469199,GSE234465,Homo sapiens,YA-NOES-3,"YA myobundles, SpX21 flight, Day18","tissue: Skeletal muscle,cell line: Enriched CD56+ myoblasts,cell type: Wild type ( cell line),biorep: rep3,treatment: Exposed to microgravity (Non EStim)",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Jun 08 2023,0.0,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7469200,GSE234465,Homo sapiens,OS-NOES-1,"OS myobundles, SpX21 flight, Day18","tissue: Skeletal muscle,cell line: Enriched CD56+ myoblasts,cell type: Wild type ( cell line),biorep: rep1,treatment: Exposed to microgravity (Non EStim)",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Jun 08 2023,0.004747009306237682,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7469201,GSE234465,Homo sapiens,OS-NOES-2,"OS myobundles, SpX21 flight, Day18","tissue: Skeletal muscle,cell line: Enriched CD56+ myoblasts,cell type: Wild type ( cell line),biorep: rep2,treatment: Exposed to microgravity (Non EStim)",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Jun 08 2023,0.005298322031699198,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7469202,GSE234465,Homo sapiens,OS-NOES-3,"OS myobundles, SpX21 flight, Day18","tissue: Skeletal muscle,cell line: Enriched CD56+ myoblasts,cell type: Wild type ( cell line),biorep: rep3,treatment: Exposed to microgravity (Non EStim)",GPL24676,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Jun 08 2023,0.0037686715533226823,human_gene_v2.5.h5,2.5,False,True,False,human,unseen,unseen_study
GSM7594883,GSE237099,Mus musculus,"Muscle, hindlimb unloading day 10, rep1",gastrocnemium skeletal muscle,"strain: C57BL/6,Sex: male,tissue: gastrocnemium skeletal muscle,genotype: wild-type,intervention: unloading_day10",GPL13112,RNA-Seq,transcriptomic,Illumina HiSeq 2000,polyA RNA,Jul 11 2023,0.008966943254314614,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM7594884,GSE237099,Mus musculus,"Muscle, hindlimb unloading day 10, rep2",gastrocnemium skeletal muscle,"strain: C57BL/6,Sex: male,tissue: gastrocnemium skeletal muscle,genotype: wild-type,intervention: unloading_day10",GPL13112,RNA-Seq,transcriptomic,Illumina HiSeq 2000,polyA RNA,Jul 11 2023,0.004890553865182563,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,train,seen_study
GSM7708688,GSE240751,Mus musculus,"liver of mice under microgravity in space for 30 days, replicate 1",liver,"tissue: liver,cell type: liver cells (homogenate),strain: C57BL/6J,genotype: WT,Sex: male,treatment: microgravity in space for 30 days",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Aug 14 2023,0.00843489524241616,mouse_gene_v2.5.h5,2.5,False,True,False,mouse,unseen,unseen_study
GSM7708689,GSE240751,Mus musculus,"liver of mice under microgravity in space for 30 days, replicate 2",liver,"tissue: liver,cell type: liver cells (homogenate),strain: C57BL/6J,genotype: WT,Sex: male,treatment: microgravity in space for 30 days",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Aug 14 2023,0.0,mouse_gene_v2.5.h5,2.5,False,True,False,mouse,unseen,unseen_study
GSM7708690,GSE240751,Mus musculus,"liver of mice under microgravity in space for 30 days, replicate 3",liver,"tissue: liver,cell type: liver cells (homogenate),strain: C57BL/6J,genotype: WT,Sex: male,treatment: microgravity in space for 30 days",GPL24247,RNA-Seq,transcriptomic,Illumina NovaSeq 6000,total RNA,Aug 14 2023,0.0025162780104375556,mouse_gene_v2.5.h5,2.5,False,True,False,mouse,unseen,unseen_study
GSM7709803,GSE240814,Mus musculus,11_S6,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 24h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.006547583674999678,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709804,GSE240814,Mus musculus,12_S8,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 24h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.005992371915057252,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709805,GSE240814,Mus musculus,14_S10,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 24h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.005992371915057252,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709806,GSE240814,Mus musculus,7_S1,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 24h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.00828251976547294,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709807,GSE240814,Mus musculus,9_S14,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 24h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.007647120692071514,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709808,GSE240814,Mus musculus,15_S12,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 24h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.004669577942423299,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709809,GSE240814,Mus musculus,10_S4,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 24h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.026632275910088068,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709810,GSE240814,Mus musculus,16_S15,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 24h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.006003299851726565,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709811,GSE240814,Mus musculus,17_S2,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 48h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.005367900778325138,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709812,GSE240814,Mus musculus,19_S5,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 48h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.00566016237045801,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709813,GSE240814,Mus musculus,21_S9,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 48h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.005992371915057252,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709814,GSE240814,Mus musculus,20_S7,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 48h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.008106087244911546,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709815,GSE240814,Mus musculus,26_S1,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 48h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.005815939394495859,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709816,GSE240814,Mus musculus,22_S11,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 48h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.0076580486287408265,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709817,GSE240814,Mus musculus,25_S16,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 48h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.006003299851726565,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709818,GSE240814,Mus musculus,23_S13,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 48h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.005992371915057252,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709819,GSE240814,Mus musculus,18_S3,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 48h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.005356972841655825,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709820,GSE240814,Mus musculus,34_S25,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 72h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.005356972841655825,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709821,GSE240814,Mus musculus,35_S28,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 72h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.004976931770476243,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709822,GSE240814,Mus musculus,27_S2,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 72h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.004669577942423299,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709823,GSE240814,Mus musculus,32_S7,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 72h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.007595124866240416,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709824,GSE240814,Mus musculus,28_S3,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 72h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.005356972841655825,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709825,GSE240814,Mus musculus,33_S8,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 72h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.005304977015824727,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709826,GSE240814,Mus musculus,31_S6,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 72h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.005356972841655825,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
GSM7709827,GSE240814,Mus musculus,29_S4,Skeletal muscle Gastrocnemius,"tissue: Skeletal muscle Gastrocnemius,genotype: C57BL6/J,treatment: Hindlimb Unloading,Sex: Male,time point: 72h",GPL21103,RNA-Seq,transcriptomic,Illumina HiSeq 4000,total RNA,Aug 14 2023,0.005992371915057252,mouse_gene_v2.5.h5,2.5,False,False,True,mouse,unseen,unseen_study
