Gene name	Human gene name
Gm22291	RNA5S11
Lenep	LENEP
Gm25627	RNU1-130P
Dpcd	DPCD
Mcoln3	MCOLN3
Gm24676	RNU6-401P
Dnaaf8	DNAAF8
Gm22078	RNU6-1068P
Gm22823	RNU6-6P
Eps8l3	EPS8L3
Phb2	PHB2
Gsto1	GSTO1
Gm25052	RNU2-53P
Gm23547	SCARNA12
Mir200c	MIR200C
Cib3	CIB3
Map3k11	MAP3K11
Aknad1	AKNAD1
Gm55677	RN7SKP284
Tspan7	TSPAN7
Gan	GAN
Lnp1	LNP1
Gm25681	RNU6-253P
Shisa9	SHISA9
Ncbp2as2	NCBP2AS2
Mir181c	MIR181C
Mir23a	MIR23A
Mir27a	MIR27A
Ier2	IER2
Prkdc	PRKDC
Dand5	DAND5
Trbv3	TRBV2
Smim31	SMIM31
Trbv4	TRBV3-1
Pja1	PJA1
Snord71	SNORD71
Gm24410	RNU6-1290P
Cited1	CITED1
Blnk	BLNK
Rps14	RPS14
Trbv17	TRBV15
Gpr173	GPR173
Trbv19	TRBV19
Sox1	SOX1
Trbv29	TRBV28
Trbv30	TRBV29-1
Kctd12	KCTD12
Hdx	HDX
Acod1	ACOD1
Gm22073	RNU2-50P
Snord8	SNORD8
Gm23758	SNORA72
1110032F04Rik	C3orf80
Adamts5	ADAMTS5
Otud5	OTUD5
Gm25887	RNU2-54P
Cbln3	CBLN3
Adamts19	ADAMTS19
Slc49a4	SLC49A4
Setd7	SETD7
Dexi	DEXI
Zfp516	ZNF516
Mab21l2	MAB21L2
Plac1	PLAC1
Egr1	EGR1
Rn7s6	RN7SL5P
Mb21d2	MB21D2
Zfp532	ZNF532
Mir124a-2	MIR124-2
Ikbkg	IKBKG
Gm55537	RNU6-163P
Tnfrsf17	TNFRSF17
Samd7	SAMD7
Sorbs1	SORBS1
Pigp	PIGP
4933402J07Rik	C16orf78
Sprr4	SPRR4
Trav2	TRAV4
Lrit3	LRIT3
Ces5a	CES5A
Smco1	SMCO1
Trpv5	TRPV5
Ccdc54	CCDC54
1110002E22Rik	C4orf54
Trav18	TRAV27
Trdv1	TRAV34
Kel	KEL
Ahsg	AHSG
Pkd1l2	PKD1L2
Or9a2	OR9A2
Kcna3	KCNA3
Kcna10	KCNA10
Mir15a	MIR15A
Gm23435	RNU1-149P
Mir138-2	MIR138-2
Ubl4b	UBL4B
Nlrc5	NLRC5
Cd8a	CD8A
Adora3	ADORA3
Vgll3	VGLL3
Usp14	USP14
Ovgp1	OVGP1
Nrk	NRK
Lsg1	LSG1
4930590J08Rik	C3orf20
Gm24608	SNORA58B
Mboat4	MBOAT4
Naa10	NAA10
Gm22935	RNU6-415P
Peg10	RTL1
Trbv31	TRBV30
Rap2b	RAP2B
Sh2d6	SH2D6
Crabp2	CRABP2
Slc25a31	SLC25A31
Mbp	MBP
Polq	POLQ
Mir15b	MIR15B
Mir16-2	MIR16-2
Adam30	ADAM30
Emd	EMD
Cltrn	CLTRN
Arhgap31	ARHGAP31
Gm55605	RNU4-22P
Tmem121b	TMEM121B
Pglyrp3	PGLYRP3
Gm56000	RNU6-1184P
Ufd1	UFD1
Gm24593	RNU6-1248P
S100a2	S100A2
Gm23464	RNU1-84P
Gm25283	Y_RNA
Dnajb8	DNAJB8
Sox2	SOX2
Gm25487	SNORD22
Mir137	MIR137
Klf14	KLF14
Gripap1	GRIPAP1
Mir29a	MIR29A
Mir29b-1	MIR29B1
Gfral	GFRAL
St3gal6	ST3GAL6
Mir135a-1	MIR135A1
Mirlet7g	MIRLET7G
Tlr9	TLR9
Dipk1c	DIPK1C
Rab18	RAB18
Gm25558	RNU6-84P
Lrch3	LRCH3
Gm24393	RNU6-1148P
Nfatc1	NFATC1
Sh2d7	SH2D7
Gm26146	RNU1-101P
Hyal1	HYAL1
Prelid3a	PRELID3A
Naa80	NAA80
Isl2	ISL2
Cd226	CD226
Gm23407	RNU6-39P
Panx3	PANX3
Or8b8	OR8B8
Gnal	GNAL
Or8b4	OR8B4
Gm54681	RN7SKP112
Gm23805	RNU6-1083P
Becn2	BECN2
Gm54688	SNORA80A
Gm24765	RNU6-831P
Rrs1	RRS1
Gm54718	RN7SKP241
Esco1	ESCO1
Ccdc168	LRTM3
Rogdi	ROGDI
Apobec4	APOBEC4
Snord87	SNORD87
Apob	APOB
Hdac6	HDAC6
Dpysl3	DPYSL3
Gm45261	CCDC195
Adnp2	ADNP2
Etf1	ETF1
Tbccd1	TBCCD1
Rpp25	RPP25
Zbtb7c	ZBTB7C
Lman1l	LMAN1L
Fech	FECH
Gm23240	RNU1-104P
Gm22866	RNU1-142P
Gm26101	RNU6-996P
Gm54899	RN7SKP285
Cpa6	CPA6
Naa60	NAA60
Gm24200	RNU1-29P
Zfp648	ZNF648
Mtnr1b	MTNR1B
Ier5	IER5
Paqr9	PAQR9
Or1m1	OR1M1
Cep350	CEP350
Fgd4	FGD4
Psma8	PSMA8
Tmem185b	TMEM185B
Gm23169	RNU6-1179P
Isoc1	ISOC1
Gm25322	RNU6-784P
C330018D20Rik	C5orf63
Arhgap36	ARHGAP36
Trpa1	TRPA1
Pcdhgb1	PCDHGB1
Tmco6	TMCO6
Rwdd2b	RWDD2B
Gm23460	RNU6-929P
Gm23316	RNU6-245P
Hes1	HES1
Rdh8	RDH8
H2ax	H2AX
Myh11	MYH11
Myo5b	MYO5B
Trim42	TRIM42
Chm	CHM
Defb18	DEFB113
Defb41	DEFB110
Tfap2d	TFAP2D
Foxl2	FOXL2
Pkhd1	PKHD1
A4gnt	A4GNT
Mir711	MIR711
Rabl3	RABL3
Ucn2	UCN2
Sox14	SOX14
Cep120	CEP120
Mir206	MIR206
Mir133b	MIR133B
Il17a	IL17A
Snora75	SNORA75
Gm55462	SNORD20
Snord82	SNORD82
Tex44	TEX44
Tm4sf19	TM4SF19
Tbx1	TBX1
Cd40lg	CD40LG
Zmym3	ZMYM3
Gm25484	RNU6-13P
Gm24641	RNU6-32P
Mars2	MARS2
Kcnq5	KCNQ5
Cdcp2	CDCP2
Gm24002	RNU6-376P
Scarf2	SCARF2
Ldlrad1	LDLRAD1
Dio1	DIO1
Pcdha12	PCDHA13
Plcl1	PLCL1
Gm55790	RN7SKP256
Rbbp8	RBBP8
Tmem200b	TMEM200B
Mir128-1	MIR128-1
Cadm2	CADM2
Mir34a	MIR34A
Lct	LCT
Car6	CA6
Gm25064	RNU6-2
2300009A05Rik	C15orf61
Gm24646	RNU6-249P
Gm25384	RNU6-1272P
Gm55126	RNU6-564P
Gm25995	RNU4-41P
Pappa	PAPPA
Parp9	PARP9
Apoa4	APOA4
Mir30a	MIR30A
Mir30c-2	MIR30C2
C130074G19Rik	C1orf115
Slc24a1	SLC24A1
Mir488	MIR488
Pappa2	PAPPA2
Snora16a	SNORA16A
Kbtbd13	KBTBD13
Snora44	SNORA44
Snord99	SNORD99
Ankdd1a	ANKDD1A
Gm55296	SNORA63
Snora36b	SNORA36B
Nubp1	NUBP1
4930523C07Rik	KIAA0040
Mir194-1	MIR194-1
Gm24099	RNU6-598P
Cdc25c	CDC25C
Gm23428	RNU6-72P
Gm55959	RNU6-358P
Trim71	TRIM71
Gm23889	RNU6-707P
Rps27rt	RPS27
Col9a1	COL9A1
Mir190a	MIR190A
Hprt1	HPRT1
Tmem39a	TMEM39A
Foxb1	FOXB1
Gcnt3	GCNT3
Mib1	MIB1
Gm26017	RNU6-299P
Rraga	RRAGA
Trex2	TREX2
Gpr50	GPR50
Gm55733	RNU6-279P
Nkap	NKAP
Pou4f3	POU4F3
Wdr72	WDR72
Yipf5	YIPF5
Mir491	MIR491
Gm55761	RNU6-351P
Gm55762	RN7SKP219
Gm55764	RNU6-501P
Gm23966	RNU6-49P
Zfp352	KLF18
Eras	ERAS
Ush2a	USH2A
Xcr1	XCR1
Slc4a9	SLC4A9
Tusc1	TUSC1
Ccr3	CCR3
Gm24796	RNU6-1051P
Rnf223	RNF223
Gm26224	SNORD74
Gm23212	SNORD44
Snord78	SNORD78
Gm50452	SNORD79
Snord47	SNORD47
Cfap57	CFAP57
Gm23032	RNU6-1003P
Jrkl	JRKL
Gm25814	RNU6-276P
Itm2a	ITM2A
Celsr3	CELSR3
Nrip1	NRIP1
Slc39a6	SLC39A6
Gm25792	RNU6-496P
Tnfsf4	TNFSF4
Tnfsf18	TNFSF18
Heph	HEPH
Brwd1	BRWD1
Gm23275	RNU6-788P
Kif20a	KIF20A
Ddi1	DDI1
Mir199a-2	MIR199A2
Mir214	MIR214
Gm23097	RNU6-1263P
Garin4	GARIN4
Mmp13	MMP13
Gm55916	RNU6-1129P
Mmp12	MMP12
Arl4c	ARL4C
Rnu6-ps2	RNU6-22P
Mir101a	MIR101-1
Hivep3	HIVEP3
Mroh9	MROH9
Gm22265	RNU5A-8P
Edn2	EDN2
Ccdc88b	CCDC88B
Mir30c-1	MIR30C1
Cd28	CD28
Gm24455	SNORA18
Gm24299	SNORD5
Ctla4	CTLA4
Mir199a-1	MIR199A1
Icos	ICOS
Padi6	PADI6
Gm55971	RNU6-932P
Gm55600	MIR191
Mir425	MIR425
Gm22154	SNORA55
Catsperz	CATSPERZ
Pard3b	PARD3B
Tpo	TPO
Gnat1	GNAT1
Ube2d2a	UBE2D2
Morf4l2	MORF4L2
Smim39	SMIM39
Pou3f1	POU3F1
Gm56093	RNU6-505P
Sidt1	SIDT1
Mir205	MIR205
Csmd2	CSMD2
Mbl2	MBL2
Sall3	SALL3
Mir29b-2	MIR29B2
Mir29c	MIR29C
Cetn1	CETN1
Socs6	SOCS6
Espnl	ESPNL
Cyp26a1	CYP26A1
Acta2	ACTA2
Hmgb4	HMGB4
Fer1l5	FER1L5
Srfbp1	SRFBP1
Lrfn4	LRFN4
Pou3f2	POU3F2
Hectd2	HECTD2
Epg5	EPG5
L1cam	L1CAM
Mir26a-1	MIR26A1
Pcdhga6	PCDHGA6
Gypc	GYPC
Plekhm3	PLEKHM3
Gm56158	RN7SKP109
Gja10	GJA10
Ctdp1	CTDP1
Dnaja3	DNAJA3
Gm56102	MIR628
Gpr62	GPR62
Gm24016	SNORD54
Mos	MOS
Esyt3	ESYT3
Plag1	PLAG1
Ankrd13d	ANKRD13D
Sdr16c5	SDR16C5
Gm22114	RNU6-1195P
Npc1	NPC1
Gm56181	Y_RNA
Gm56189	RN7SKP267
Gm23344	SNORD18A
Snord16a	SNORD16
Gm22455	SNORD18C
Gm25235	RNU6-446P
Gm24289	SCARNA14
Gm23423	RNU6-844P
Fcrlb	FCRLB
Gm25581	RNVU1-32
Snord14c	SNORD14C
Snord14d	SNORD14D
Snord14e	SNORD14E
Bsx	BSX
Stk32a	STK32A
Gm22850	RNU2-29P
Lrrd1	LRRD1
Topaz1	TOPAZ1
Gm25637	RNU6-805P
Gm56206	RNU6-1307P
Gm22888	SNORD121B
Gm24837	SNORD121A
Hs6st2	HS6ST2
Fzd1	FZD1
Fsbp	FSBP
Ankk1	ANKK1
Cetn2	CETN2
Abca12	ABCA12
Eif4ebp3	EIF4EBP3
2010003K11Rik	C11orf86
Gm54696	RN7SKP211
Ccdc71l	CCDC71L
Gm25721	RNU1-133P
Spry4	SPRY4
Zar1	ZAR1
Vsig10l2	VSIG10L2
Pggt1b	PGGT1B
Pate3	PATE3
Cnga1	CNGA1
Or9q1	OR9Q1
Camk2n2	CAMK2N2
Carhsp1	CARHSP1
Gm23434	RNU6-1050P
Ssr4	SSR4
Arhgap19	ARHGAP19
Hrct1	HRCT1
Ccin	CCIN
Zfp804b	ZNF804B
Dspp	DSPP
Foxe1	FOXE1
Mepe	MEPE
Gm56250	RN7SKP171
Gm24097	RNU6-187P
Wdr36	WDR36
Gm55032	RNU6-660P
Synj1	SYNJ1
Gm24086	RNU6-220P
Gm25609	RNU6-1311P
Or13f5	OR13F1
Gm26206	RNU6-595P
Gm22985	RNU4-82P
Slc18a2	SLC18A2
Gm22557	RNU6-790P
Gm56275	RNU6-395P
Lrrc66	LRRC66
Gm25280	RNU1-115P
Foxd3	FOXD3
Serpinb13	SERPINB13
Scn2b	SCN2B
Ccdc172	CCDC172
Cdkn2a	CDKN2A
Tmprss4	TMPRSS4
Ocrl	OCRL
Atp5f1a	ATP5F1A
Smim35	SMIM35
Cfap99	CFAP99
Plscr5	PLSCR5
Sufu	SUFU
Gm23856	RNU6-436P
Gpr45	GPR45
Or13d1	OR13D1
Amigo3	AMIGO3
Snord21	SNORD21
Gm26387	SNORA66
Npbwr1	NPBWR1
Gm22847	RNU1-125P
Xirp1	XIRP1
Cited4	CITED4
Gm24044	SNORA6
Snora62	SNORA62
Son	SON
Gm56230	RN7SKP116
Cngb3	CNGB3
Cnbd1	CNBD1
Gm25457	RNU6-463P
Atp1a4	ATP1A4
Pdx1	PDX1
Mir34c	MIR34C
Mir34b	MIR34B
Aadacl3	AADACL3
Pou2af3	POU2AF3
Pigm	PIGM
Pou2af2	POU2AF2
Gm25663	SCARNA18B
Stn1	STN1
Nhsl2	NHSL2
Rgs1	RGS1
Gak	GAK
Mmp3	MMP3
Ercc4	ERCC4
Mmp20	MMP20
Nlgn3	NLGN3
Rgs21	RGS21
Mmp7	MMP7
Gm56327	RNU4-86P
Crtam	CRTAM
Sf3b2	SF3B2
Or10j5	OR10J5
Foxd2	FOXD2
Foxe3	FOXE3
Cldn25	CLDN25
Igsf1	IGSF1
Gm22479	RNU4-34P
Mir100	MIR100
Mir125b-1	MIR125B1
Gm24067	SNORD105
Gm23008	SNORD105B
Ackr1	ACKR1
Gm24666	RNU2-24P
Rasef	RASEF
Tmem30b	TMEM30B
B3gnt5	B3GNT5
Gm23312	RNU6-926P
Rnf212	RNF212
Or6p1	OR6Y1
Pcp4	PCP4
Wdr64	WDR64
Fam13b	FAM13B
Fndc10	FNDC10
Dnajb11	DNAJB11
Tas1r3	TAS1R3
B3galt6	B3GALT6
Mir200a	MIR200A
Mir200b	MIR200B
Ccdc24	CCDC24
Marco	MARCO
Adra2c	ADRA2C
Cyp2c55	CYP2C18
Ccdc185	CCDC185
Socs1	SOCS1
Mroh7	MROH7
Olig2	OLIG2
Cdk5r2	CDK5R2
Cryba2	CRYBA2
Zbtb11	ZBTB11
Ltbp3	LTBP3
Mir375	MIR375
Slc23a3	SLC23A3
Pclo	PCLO
Piga	PIGA
Kti12	KTI12
Mir761	MIR761
Ifnb1	IFNB1
Vps26c	VPS26C
Axdnd1	AXDND1
Klhl9	KLHL9
Srpx	SRPX
Gm55516	RN7SKP299
Scgb3a2	SCGB3A2
Rnf125	RNF125
Ifne	IFNE
Mir31	MIR31
Ren1	REN
Actl7b	ACTL7B
Mir32	MIR32
4930562C15Rik	C16orf96
Zar1l	ZAR1L
Syt4	SYT4
Pak3	PAK3
Fam3b	FAM3B
Gm56370	RNU2-27P
Kif4-ps	KIF4B
Il24	IL24
Mn1	MN1
Atp9b	ATP9B
Il20	IL20
Gm26457	SNORD51
Gm26457	snoZ196
Jun	JUN
Ino80d	INO80D
Pla2g2a	PLA2G2A
Bloc1s4	BLOC1S4
Svep1	SVEP1
Gm1043	C4orf50
Gpr25	GPR25
Frmd8	FRMD8
Liph	LIPH
Mir26b	MIR26B
Gm55850	RNU6-1267P
Mixl1	MIXL1
Gm24129	RNU6-856P
Selp	SELP
Gm23148	RNU6-57P
Insl5	INSL5
Mroh5	MROH5
Gm24626	RNVU1-33
Nhlh1	NHLH1
Hapstr1	HAPSTR1
Kncn	KNCN
Fzd10	FZD10
Ess2	ESS2
Tmprss11a	TMPRSS11A
Rnf186	RNF186
Tmprss11f	TMPRSS11F
Actrt2	ACTRT2
Majin	MAJIN
Tmprss11e	TMPRSS11E
Gpr37l1	GPR37L1
Serpinb10	SERPINB10
Gm23354	U6
Nhlrc2	NHLRC2
Prlh	PRLH
Frem1	FREM1
Ccdc116	CCDC116
Lgsn	LGSN
Gm25211	RNU6-30P
Gm24121	RNU6-157P
Golt1a	GOLT1A
Habp2	HABP2
Ascl5	ASCL5
Ppm1f	PPM1F
Asdurf	ASDURF
Tmem275	TMEM275
Fam237a	FAM237A
Lactbl1	LACTBL1
Dytn	DYTN
Gm22887	RNU6-166P
Cfap91	CFAP91
Glis1	GLIS1
Snord89	SNORD89
Tbc1d25	TBC1D25
Prkg1	PRKG1
Gm55878	RNA5SP443
Trp63	TP63
Apba1	APBA1
Utp3	UTP3
Gm56205	RNU1-24P
Pitx1	PITX1
Klhdc7a	KLHDC7A
Gm22335	RNU6-583P
Gm22980	SNORD38B
Snord38a	SNORD38A
Gm55928	RN7SKP220
Snord55	SNORD55
Draxin	DRAXIN
Cfap95	CFAP95
Glyat	GLYAT
Iqca1l	DRC11L
Cxcr2	CXCR2
Huwe1	HUWE1
Npffr2	NPFFR2
Ciroz	CIROZ
Mir671	MIR671
Crygn	CRYGN
Slc15a3	SLC15A3
Hrg	HRG
Scgb1a1	SCGB1A1
Kcnh5	KCNH5
Or13j1	OR13J1
Mir218-1	MIR218-1
Ptprn2	PTPRN2
Rusc2	RUSC2
Mafa	MAFA
Igf2bp2	IGF2BP2
Cct8l1	CCT8L2
Mroh2a	MROH2A
Tmed8	TMED8
Six1	SIX1
Hhipl1	HHIPL1
Gm22618	RNU6-878P
Igfn1	IGFN1
Mir148b	MIR148B
Polr1f	POLR1F
Sit1	SIT1
Rpl10l	RPL10L
Psma6	PSMA6
Nrros	NRROS
Dnah14	DNAH14
Abcc2	ABCC2
Fam240b	FAM240B
Gm55985	RNU6-64P
Cnnm1	CNNM1
Bdkrb1	BDKRB1
Abhd12b	ABHD12B
Slc34a2	SLC34A2
Abcf3	ABCF3
Sptssa	SPTSSA
Cnnm4	CNNM4
Cutc	CUTC
Eml5	EML5
H1f0	H1-0
Ano7	ANO7
Gm56057	RNU6-1027P
Tlr7	TLR7
Chrm3	CHRM3
Reep5	REEP5
Gm23331	RNU6-979P
Ms4a5	MS4A5
Ctps2	CTPS2
Sowahb	SOWAHB
Dthd1	DTHD1
B4galt6	B4GALT6
Spata46	SPATA46
Bad	BAD
Gm23623	RNU6-755P
Mboat2	MBOAT2
SLC9C2	SLC9C2
Fras1	FRAS1
Pcdhgc4	PCDHGC4
Mir181a-1	MIR181A1
Mir181b-1	MIR181B1
Lrrc15	LRRC15
Ppp2r5b	PPP2R5B
Fam162a	FAM162A
Mep1b	MEP1B
Sh3rf2	SH3RF2
Gm24623	RNU2-9P
Gk2	GK2
Cfap73	CFAP73
Ythdc2	YTHDC2
Pou3f3	POU3F3
Dlg1	DLG1
Nrde2	NRDE2
Lama3	LAMA3
Them6	THEM6
Ribc2	RIBC2
Atxn2	ATXN2
Mamdc2	MAMDC2
Plcxd3	PLCXD3
Trio	TRIO
Alkbh1	ALKBH1
Haus1	HAUS1
Atad1	ATAD1
Katnal2	KATNAL2
Ago2	AGO2
Mucl3	MUCL3
Trappc6b	TRAPPC6B
Fam227a	FAM227A
Cldn3	CLDN3
Fzd9	FZD9
Trim50	TRIM50
Wdr45	WDR45
Grp	GRP
Catsperb	CATSPERB
Tmprss12	TMPRSS12
Chkb	CHKB
Mblac1	MBLAC1
Tulp4	TULP4
Syvn1	SYVN1
Trappc8	TRAPPC8
Foxl3	FOXL3
Cyp2w1	CYP2W1
Mir339	MIR339
Gm26285	RNU6-393P
Foxn3	FOXN3
Redic1	REDIC1
Papolb	PAPOLB
Spmip11	SPMIP11
Dnajb7	DNAJB7
Gm23245	SNORA22B
Fam135b	FAM135B
Lrp5	LRP5
Drd5	DRD5
Gm22249	RNU4-5P
Recql4	RECQL4
Coq6	COQ6
Gm54927	SCARNA15
Muc3a	MUC3A
Ufsp1	UFSP1
Eml3	EML3
Zan	ZAN
H4c18	H4C15
Mgat3	MGAT3
Gm22373	SNORD116-10
Parvg	PARVG
Snord64	SNORD64
Snord107	SNORD107
Snurf	SNURF
Pop7	POP7
Gigyf1	GIGYF1
Zmat2	ZMAT2
Gm55005	RNU6-1065P
Gm55013	SNORA74D
Pcyox1l	PCYOX1L
Grxcr1	GRXCR1
Cyyr1	CYYR1
Washc5	WASHC5
Hcar1	HCAR1
Lgmn	LGMN
Or52n5	OR52N5
Tesmin	TESMIN
AW554918	KIAA1328
Mapk1	MAPK1
Or52l1	OR52L1
Plekhs1	PLEKHS1
Or52b2	OR52B2
Trpm6	TRPM6
Snx2	SNX2
Gzmk	GZMK
Ints5	INTS5
Gm55188	RNA5SP524
Pola2	POLA2
Dgcr2	DGCR2
Abhd1	ABHD1
Atp10d	ATP10D
Dusp9	DUSP9
Zhx2	ZHX2
Fntb	FNTB
Iqank1	IQANK1
Gm25091	SNORD102
Gm23202	SNORA27
Asb12	ASB12
Lhfpl7	LHFPL7
Lrrc14	LRRC14
Fam3a	FAM3A
Togaram1	TOGARAM1
Eno4	ENO4
Cdh2	CDH2
Mrgprd	MRGPRD
Hspb3	HSPB3
Fgfbp3	FGFBP3
Ccdc186	CCDC186
Cxcl13	CXCL13
Morc1	MORC1
Fan1	FAN1
Shroom4	SHROOM4
Cystm1	CYSTM1
Sema5b	SEMA5B
Tut1	TUT1
Sat1	SAT1
Slc39a4	SLC39A4
Rasl11a	RASL11A
Bdkrb2	BDKRB2
Ctxnd1	CTXND1
Rab11fip2	RAB11FIP2
Esyt2	ESYT2
Zfp182	ZNF182
Dcstamp	DCSTAMP
Gm23042	RNU6-1034P
Grpr	GRPR
1700034E13Rik	ZNF475
H2bc14	H2BC5
Ehbp1l1	EHBP1L1
Egflam	EGFLAM
Ccdc62	CCDC62
Alcam	ALCAM
Pcdhga1	PCDHGA1
Malt1	MALT1
Nkx1-1	NKX1-1
Magt1	MAGT1
Dnaaf11	DNAAF11
Nfkbiz	NFKBIZ
Slc5a1	SLC5A1
Cers3	CERS3
Bgn	BGN
Tyr	TYR
Gm25525	RNU6-246P
Kdelr3	KDELR3
Mapre2	MAPRE2
Adgrf3	ADGRF3
Selenoi	SELENOI
Bdh1	BDH1
Sntg2	SNTG2
Rps6ka3	RPS6KA3
Tmem267	TMEM267
Slc26a2	SLC26A2
Amtn	AMTN
Jchain	JCHAIN
Ltn1	LTN1
Or10a4	OR10A4
Cul2	CUL2
Uba1	UBA1
Or2d36	OR2D3
Xrcc3	XRCC3
Dip2b	DIP2B
Ovch2	OVCH2
Zfp277	ZNF277
Gm56091	RNU6-518P
Exoc1l	EXOC1L
Smim11	SMIM11
Arl9	ARL9
Osr1	OSR1
Gm26079	SNORA49
Gm22583	RNU6-646P
Nde1	NDE1
Septin14	SEPTIN14
Ywhaq	YWHAQ
Soat2	SOAT2
Fam237b	FAM237B
Igfl3	IGFL4
Psapl1	PSAPL1
Efr3a	EFR3A
Angel1	ANGEL1
Ice1	ICE1
Rtp4	RTP4
Syne2	SYNE2
Csf2ra	CSF2RA
Ap2m1	AP2M1
Slc9a3	SLC9A3
Ms4a13	MS4A13
Pak1ip1	PAK1IP1
Chd2	CHD2
Ube2ql1	UBE2QL1
Ppp1r3c	PPP1R3C
Aopep	AOPEP
Fam204a	FAM204A
Paxbp1	PAXBP1
Zc4h2	ZC4H2
Gm25450	RNU6-10P
Nanos2	NANOS2
Rlim	RLIM
Irf2bp1	IRF2BP1
Meiosin	MEIOSIN
Agbl1	AGBL1
Ankdd1b	ANKDD1B
Lyset	LYSET
Traf3	TRAF3
Gm55748	RNA5SP536
Mir330	MIR330
Tmem171	TMEM171
Bach1	BACH1
Gm23100	RNU1-83P
Snora23	SNORA23
Susd3	SUSD3
Ofd1	OFD1
Cep97	CEP97
Tmed9	TMED9
Ccdc89	CCDC89
Lvrn	LVRN
Capn12	CAPN12
Dmrt3	DMRT3
Fam81b	FAM81B
Adam17	ADAM17
Tbc1d12	TBC1D12
Sap130	SAP130
Arsk	ARSK
Nkrf	NKRF
Enthd1	ENTHD1
Mir9-3	MIR9-3
Atp6ap2	ATP6AP2
Fam83h	FAM83H
Pi4k2a	PI4K2A
Cdh9	CDH9
Gm23262	SNORD97
Gm23345	RNU2-18P
Bmp6	BMP6
Tango2	TANGO2
Mesp1	MESP1
Mesp2	MESP2
Lpxn	LPXN
Kmt2d	KMT2D
Ceacam16	CEACAM16
Ss18	SS18
Idi1	IDI1
Hps1	HPS1
Cstf2	CSTF2
Ceacam20	CEACAM20
Fam217a	FAM217A
Mir708	MIR708
Ccdc65	DRC2
Fastkd3	FASTKD3
Gm55961	RNA5SP525
Gm22226	RNU6-891P
Endou	ENDOU
Cdc20b	CDC20B
Myh9	MYH9
Spata9	SPATA9
H3c4	H3C15
Gpld1	GPLD1
Slc10a1	SLC10A1
Setbp1	SETBP1
Srp19	SRP19
Glrx5	GLRX5
Snap29	SNAP29
Eva1c	EVA1C
Zfp36l1	ZFP36L1
Nckap5l	NCKAP5L
Ms4a3	MS4A3
Dnmt3a	DNMT3A
Grep1	GREP1
Cpsf7	CPSF7
Csnk1g3	CSNK1G3
Tnfrsf11b	TNFRSF11B
Rubcn	RUBCN
Mfng	MFNG
Prss22	PRSS22
Glra2	GLRA2
Rassf10	RASSF10
Galnt6	GALNT6
Ptprh	PTPRH
Serinc5	SERINC5
Taf9b	TAF9B
Pnpla1	PNPLA1
Lims2	LIMS2
Arhgef9	ARHGEF9
Gldc	GLDC
Foxred2	FOXRED2
Klhl24	KLHL24
Kcnk13	KCNK13
Arap3	ARAP3
Rasa1	RASA1
Tuba1c	TUBA1C
C9	C9
Spaca6	SPACA6
Casp7	CASP7
Ildr1	ILDR1
Ttc9	TTC9
Zcrb1	ZCRB1
Mir99b	MIR99B
Mirlet7e	MIRLET7E
Mir125a	MIR125A
Has1	HAS1
Atxn7l1	ATXN7L1
Fpr1	FPR1
Pla1a	PLA1A
Poll	POLL
Impa2	IMPA2
Casr	CASR
Plcxd2	PLCXD2
Spice1	SPICE1
Slc39a9	SLC39A9
Tkfc	TKFC
Slitrk4	SLITRK4
Nsd1	NSD1
Gm56216	RNU6-419P
Brd8	BRD8
Dnajc22	DNAJC22
Nr0b1	NR0B1
Unc79	UNC79
Papss2	PAPSS2
Pnpla3	PNPLA3
Usp25	USP25
Plgrkt	PLGRKT
Ccdc127	CCDC127
Ptp4a3	PTP4A3
Abt1	ABT1
Cenph	CENPH
Ppp2r5c	PPP2R5C
Tmem132a	TMEM132A
Rab3c	RAB3C
Nop16	NOP16
Brms1	BRMS1
Cyth4	CYTH4
Nol8	NOL8
Gsk3b	GSK3B
Igsf11	IGSF11
Aldh7a1	ALDH7A1
Slc9a6	SLC9A6
Robo2	ROBO2
Sptlc1	SPTLC1
Mfsd13a	SLC68A1
Exoc3l4	EXOC3L4
Myo10	MYO10
Tspyl2	TSPYL2
Dmac2l	DMAC2L
Slc38a9	SLC38A9
Ttc38	TTC38
Frmd7	FRMD7
Adcy5	ADCY5
Trmt5	TRMT5
St8sia3	ST8SIA3
Prickle3	PRICKLE3
Klhl28	KLHL28
Smc1b	SMC1B
Pcdhga11	PCDHGA11
Atp5mj	ATP5MJ
Tspan17	TSPAN17
Cuzd1	CUZD1
Rell2	RELL2
Impg2	IMPG2
Wdr13	WDR13
Hmx3	HMX3
Ddn	DDN
Amacr	AMACR
Slc15a2	SLC15A2
Wars1	WARS1
Cndp2	CNDP2
Kank1	KANK1
Pdilt	PDILT
Thoc3	THOC3
Csnk1e	CSNK1E
Adam12	ADAM12
Nln	NLN
Znrf4	ZNRF4
Cdc23	CDC23
Tincr	TINCR
Fancb	FANCB
Clrn3	CLRN3
Dnah3	DNAH3
Acer1	ACER1
Afap1l2	AFAP1L2
Pspn	PSPN
Top3b	TOP3B
Srpk3	SRPK3
Cd70	CD70
Ptdss1	PTDSS1
Lnpep	LNPEP
Lpin1	LPIN1
Sdr42e2	SDR42E2
Aip	AIP
4933405O20Rik	IDH3G
Dact2	DACT2
Bend2	BEND2
Dsp	DSP
Fancf	FANCF
Gprasp1	GPRASP1
Rfk	RFK
Tdp2	TDP2
